"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Sep 27 14:14:21 GMT 2024","Fri Sep 27 14:14:51 GMT 2024","30010","","sample.feature.spec.js","Playwright site","","","Check title",""
