"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Oct 12 10:13:46 GMT 2024","Sat Oct 12 10:14:16 GMT 2024","30010","","sample.feature.spec.js","Playwright site","","","Check title",""
