"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Oct 23 10:15:40 GMT 2024","Wed Oct 23 10:16:10 GMT 2024","30016","","sample.feature.spec.js","Playwright site","","","Check title",""
