"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 08 10:15:39 GMT 2024","Tue Oct 08 10:16:09 GMT 2024","30014","","sample.feature.spec.js","Playwright site","","","Check title",""
