"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Oct 05 10:13:57 GMT 2024","Sat Oct 05 10:14:27 GMT 2024","30009","","sample.feature.spec.js","Playwright site","","","Check title",""
