"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Sep 22 20:20:04 GMT 2024","Sun Sep 22 20:20:34 GMT 2024","30009","","sample.feature.spec.js","Playwright site","","","Check title",""
