"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Sep 22 19:39:58 GMT 2024","Sun Sep 22 19:39:59 GMT 2024","851","","sample.feature.spec.js","Playwright site","","","Check title",""
