"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Oct 19 14:13:31 GMT 2024","Sat Oct 19 14:14:01 GMT 2024","30015","","sample.feature.spec.js","Playwright site","","","Check title",""
