"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Sep 29 14:12:44 GMT 2024","Sun Sep 29 14:13:14 GMT 2024","30010","","sample.feature.spec.js","Playwright site","","","Check title",""
