"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 08 14:16:22 GMT 2024","Tue Oct 08 14:16:52 GMT 2024","30015","","sample.feature.spec.js","Playwright site","","","Check title",""
