"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 15 10:17:39 GMT 2024","Tue Oct 15 10:18:09 GMT 2024","30015","","sample.feature.spec.js","Playwright site","","","Check title",""
