"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Oct 22 14:14:34 GMT 2024","Tue Oct 22 14:15:04 GMT 2024","30015","","sample.feature.spec.js","Playwright site","","","Check title",""
