"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Sep 22 19:57:56 GMT 2024","Sun Sep 22 19:58:26 GMT 2024","30010","","sample.feature.spec.js","Playwright site","","","Check title",""
