"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Sep 24 10:15:20 GMT 2024","Tue Sep 24 10:15:50 GMT 2024","30012","","sample.feature.spec.js","Playwright site","","","Check title",""
